keyword_id,name
enthalpy relaxation,Enthalpy relaxation
rejuvenation effect,Rejuvenation effect
polysilazane photo-curable resin,Polysilazane photo-curable resin
digital light processing(dlp),Digital light processing(DLP)
catalyst-assisted pyrolysis,Catalyst-assisted pyrolysis
mechanical performances,Mechanical performances
copper coated,Copper coated
cross-linked structure,Cross-linked structure
current collector,Current collector
porous,Porous
nitrogen doping,Nitrogen doping
amorphous alloys,Amorphous alloys
annealing treatment,Annealing treatment
non-iid data,Non-IID data
local memorization,local memorization
fe-based alloys,Fe-based alloys
bs,Bs
superhydrophobic,superhydrophobic
candle soot,candle soot
mechanical stability,mechanical stability
underwater stability,underwater stability
micro-nanostructure,micro-nanostructure
green premium,Green premium
perceived company effort,Perceived company effort
self -accountability,Self -accountability
perceptual salience,Perceptual salience
palmprint recognition,Palmprint recognition
roi segmentation,ROI segmentation
robust feature extraction,Robust feature extraction
biometrics,Biometrics
ion-wind,Ion-wind
heat convection,Heat convection
sawtooth electrode,Sawtooth electrode
mechanical efficiency,Mechanical efficiency
fractional integro-differential equation,Fractional integro-differential equation
convection-diffusion,Convection-diffusion
compact exponential scheme,Compact exponential scheme
stability and convergence,Stability and convergence
weak singularity,Weak singularity
residential buildings,residential buildings
design evaluation,design evaluation
technological sustainability,technological sustainability
social sustainability,social sustainability
diamond wire saw,diamond wire saw
hard brittle materials,hard brittle materials
refractory materials,Refractory materials
nonlinear fractional integro-differential equation,nonlinear fractional integro-differential equation
graded meshes,graded meshes
discrete fractional gronwall inequality,discrete fractional Gronwall inequality
compact difference scheme,compact difference scheme
combined model,combined model
microwave photonic mixing,Microwave photonic mixing
phase shifting,Phase shifting
image rejection,Image rejection
multifunction,Multifunction
fuzzy assessment,fuzzy assessment
indoor pollutant concentration,indoor pollutant concentration
air quality,air quality
pm2.5,PM2.5
filter bank design,Filter bank design
window design,window design
incompatible nonuniform filter bank,incompatible nonuniform filter bank
nonuniform block filter bank,nonuniform block filter bank
l-0 norm optimization,L-0 norm optimization
l-1 norm optimization problem,L-1 norm optimization problem
high power impulse magnetron sputtering,High power impulse magnetron sputtering
diamond-like carbon,diamond-like carbon
graphite-like microparticles,Graphite-like microparticles
tribology,Tribology
the discourse of the body,The discourse of the body
teaching hci,Teaching HCI
humanistic hci,Humanistic HCI
spherical coordinate system,Spherical coordinate system
curing,curing
soils,soils
device-to-device offloading,device-to-device offloading
discriminative least squares regression,Discriminative least squares regression
multicategory classification,multicategory classification
dynamic magnetic field,dynamic magnetic field
cluster magnetorheological finishing,cluster magnetorheological finishing
plane polishing,Plane polishing
material removal rate model,Material removal rate model
single-crystal silicon substrate,Single-crystal silicon substrate
anti-control of chaos,Anti-control of chaos
chaos-based video encryption,chaos-based video encryption
sopc-based realization,SOPC-based realization
glutamine synthetase,Glutamine synthetase
cooperative clustering,cooperative clustering
graph-based clustering,graph-based clustering
multiple kernel-based clustering,multiple kernel-based clustering
wireless sensors networks,Wireless sensors networks
dbscan,DBSCAN
collinearity,Collinearity
dv-hop,DV-Hop
radio-over-fiber system,Radio-over-fiber system
millimeter-wave generation,Millimeter-wave generation
optical multi-sideband modulation,Optical multi-sideband modulation
frequency multiplication,Frequency multiplication
online control,Online control
software architecture,Software architecture
browser,Browser
socket,Socket
hybrid intelligent,Hybrid Intelligent
neuro-fuzzy control,Neuro-Fuzzy Control
submarine,Submarine
multi-touch,Multi-touch
infrared light,infrared light
complex network,complex network
image contour,Image Contour
prmmc,PRMMC
ecm,ECM
ecmm,ECMM
support vector regression,Support vector regression
epsilon-insensitive loss function,epsilon-insensitive loss function
smoothing,smoothing
polynomial function,polynomial function
mixed powder,Mixed powder
micro-electrochemical,Micro-Electrochemical
compound polishing process,Compound polishing process
micro shaft,Micro shaft
rstp,RSTP
industrial ethernet,Industrial Ethernet
simultaneous localization and map building(slam),simultaneous localization and map building(SLAM)
extended kalman filtering(ekf),extended Kalman filtering(EKF)
scaled unscented transformation (sut),scaled unscented transformation (SUT)
linearization error,linearization error
quality function deployment for environment (qfde),Quality Function Deployment for Environment (QFDE)
house of quality,House of Quality
eco-design,Eco-design
voices of customer and environment,Voices of Customer and Environment
engine,Engine
service life,Service Life
corrosion rate,Corrosion Rate
initial depth,Initial Depth
nc program,NC program
mastercam,MasterCAM
toolpath,toolpath
beverage bottle die,beverage bottle die
electronics,electronics
statcom,StatCom
dynamic proces,dynamic proces
facts,FACTS
carbon arc discharge,carbon arc discharge
efficient terahertz sensor,Efficient terahertz sensor
four-frequency peak,Four-frequency peak
ultra-narrow band,Ultra-narrow band
q-factor,Q-factor
figure of merit,Figure of merit
solar absorber,Solar absorber
ultra-wideband,Ultra-wideband
mxene,MXene
triple-layer hollow arrays,Triple-layer hollow arrays
field enhancement,field enhancement
nanoparticle dimmer,nanoparticle dimmer
mode coupling,mode coupling
surface plasmon polariton,surface plasmon polariton
surface lattice resonance,surface lattice resonance
parahydrophobic surfaces,Parahydrophobic surfaces
boiling,Boiling
temperature sensor,Temperature sensor
vernier effect,Vernier effect
common-path interferometer,Common-path interferometer
polarization-maintaining fiber,polarization-maintaining fiber
broadband hybrid decoupling,broadband hybrid decoupling
magneto-electric dipole,magneto-electric dipole
single image deraining,Single image deraining
mixture of prior experts,Mixture of Prior Experts
co2 utilization,CO2 utilization
poly(ethylene carbonate) diol,Poly(ethylene carbonate) diol
polyaspartic ester,polyaspartic ester
polyurea,polyurea
detection transformer,Detection transformer
power grid inspection,Power grid inspection
drones,Drones
yield estimation,Yield estimation
semantic slam,Semantic SLAM
dynamic environments,Dynamic environments
fruit counting,Fruit counting
point cloud optimization,Point cloud optimization
offshore wind farm clusters,Offshore wind farm clusters
wind speed delay,Wind speed delay
interpretable,Interpretable
omnidirectionality,omnidirectionality
fe-n 4 moieties,Fe-N 4 moieties
multilayer nitrogen-doped graphene,Multilayer nitrogen-doped graphene
mg-air battery,Mg-air battery
zn-air battery,Zn-air battery
very large scale integration(vlsi),Very Large Scale Integration(VLSI)
floorplan,Floorplan
macro placement,Macro placement
mixed-size placement,Mixed-size placement
iterative placement,Iterative placement
outdoor thermal comfort,outdoor thermal comfort
commercial and residential mixed-use block,commercial and residential mixed-use block
thermal environment,thermal environment
subjective perception,subjective perception
hot and humid climate,hot and humid climate
patch filtenna,patch filtenna
radiation nulls,radiation nulls
roll-off characteristic,roll-off characteristic
climate change,Climate change
twenty-four solar terms,Twenty-four solar terms
role-playing,Role-playing
ar technology,AR technology
serious games,Serious Games
ship detection,ship detection
stable diffusion,stable diffusion
bifpn structure,BiFPN structure
ema module,EMA module
multi-scale detection,multi-scale detection
fe/cu diatomic sites,Fe/Cu diatomic sites
model ensemble,Model ensemble
energy consumption prediction,Energy consumption prediction
supply chain finance,supply chain finance
moderating effect,moderating effect
fire in historic timber structure,Fire in historic timber structure
fire safety performance evaluation,Fire safety performance evaluation
fire load investigation,Fire load investigation
fire dynamics simulation,Fire dynamics simulation
pedestrian evacuation simulation,Pedestrian evacuation simulation
fire reinforcement measures,Fire reinforcement measures
park characteristics,Park characteristics
social self -efficacy,Social self -efficacy
use intention,Use intention
park satisfaction,Park satisfaction
free boundary problems,Free boundary problems
tumor growth with angiogenesis,Tumor growth with angiogenesis
blow up,Blow up
secondary market,Secondary market
socially conscious,Socially conscious
circular economy,Circular economy
metallic glasses,Metallic glasses
voronoi polyhedron,Voronoi polyhedron
inquiry-based teaching pedagogy,inquiry-based teaching pedagogy
intention to accept,intention to accept
path analysis,path analysis
university students,university students
depth of anesthesia,depth of anesthesia
target-controlled infusion,target-controlled infusion
multi-slice,multi-slice
unmanned aerial vehicle,unmanned aerial vehicle
short-packet communications,short-packet communications
solid -solid phase change,Solid -solid phase change
flame retardant performance,Flame retardant performance
thermal runaway,Thermal runaway
diversion drainage,Diversion drainage
flow field design,Flow field design
water management,Water management
oxygen transport,Oxygen transport
information acquisition,Information acquisition
online market,Online market
bootstrap aggregating classifier,Bootstrap aggregating classifier
